siteID,State,year,sitevisits
37329,MI,2020,5
37330,MI,2020,4
37331,MI,2020,1
37334,MI,2020,3
37335,MI,2020,2
37339,MI,2020,2
37340,MI,2020,6
37341,MI,2020,9
37345,MI,2020,6
37353,MI,2020,9
37354,MI,2020,9
37356,MI,2020,1
37358,MI,2020,1
37554,MI,2020,1
37561,MI,2020,4
37566,MI,2020,12
37581,MI,2020,9
37644,MI,2020,1
37666,MI,2020,2
37672,MI,2020,1
37673,MI,2020,4
37678,MI,2020,4
37684,MI,2020,7
37685,MI,2020,1
37704,MI,2020,3
37707,MI,2020,5
37757,MI,2020,3
37771,MI,2020,1
37793,MI,2020,1
37795,MI,2020,5
37926,MI,2020,4
37964,MI,2020,3
37966,MI,2020,1
38003,MI,2020,5
38194,MI,2020,6
38322,MI,2020,1
38371,MI,2020,1
38424,MI,2020,5
38425,MI,2020,5
38521,MI,2020,1
38667,MI,2020,3
38991,MI,2020,1
36506,Milam,2020,18
38,MN,2020,9
38,MN,2019,4
38,MN,2018,8
132,MN,2020,61
132,MN,2019,61
132,MN,2018,39
1904,MN,2020,21
1904,MN,2019,19
1904,MN,2018,9
2393,MN,2020,10
2393,MN,2019,5
2393,MN,2018,8
2394,MN,2020,10
2394,MN,2019,5
2394,MN,2018,8
2395,MN,2018,8
5327,MN,2019,15
5327,MN,2018,6
5337,MN,2019,3
5509,MN,2020,9
5509,MN,2019,5
5509,MN,2018,8
5951,MN,2020,9
5951,MN,2019,5
5951,MN,2018,8
5952,MN,2020,9
5952,MN,2019,5
5952,MN,2018,8
8496,MN,2020,16
8496,MN,2019,9
8496,MN,2018,15
8736,MN,2020,24
8736,MN,2019,5
8736,MN,2018,15
9652,MN,2020,17
9652,MN,2019,21
9652,MN,2018,20
10373,MN,2018,1
10507,MN,2020,2
11313,MN,2020,8
11313,MN,2019,14
11313,MN,2018,12
11430,MN,2020,1
11430,MN,2019,6
11430,MN,2018,3
11526,MN,2020,3
11526,MN,2019,4
11605,MN,2020,11
11605,MN,2019,18
11605,MN,2018,18
11610,MN,2018,1
11617,MN,2020,12
11617,MN,2019,12
11617,MN,2018,8
12508,MN,2019,5
12508,MN,2018,7
12713,MN,2018,2
16356,MN,2019,23
16356,MN,2018,47
16696,MN,2018,1
17101,MN,2018,1
17103,MN,2018,3
17394,MN,2020,1
17394,MN,2018,1
17477,MN,2018,1
17680,MN,2019,5
17680,MN,2018,12
17768,MN,2020,12
17768,MN,2019,13
17768,MN,2018,12
18179,MN,2018,15
18237,MN,2019,2
18834,MN,2018,6
19462,MN,2019,8
19462,MN,2018,6
20243,MN,2019,11
20243,MN,2018,14
20245,MN,2018,4
21062,MN,2020,6
21062,MN,2018,4
21677,MN,2020,19
21677,MN,2019,3
21677,MN,2018,15
22006,MN,2019,2
22029,MN,2020,9
22055,MN,2019,2
22055,MN,2018,1
22624,MN,2018,8
22911,MN,2019,5
22911,MN,2018,6
23641,MN,2020,13
23641,MN,2019,11
23641,MN,2018,3
23676,MN,2019,8
23676,MN,2018,9
23706,MN,2019,5
24186,MN,2019,78
24186,MN,2018,83
24513,MN,2020,7
24513,MN,2019,11
24513,MN,2018,22
24514,MN,2020,24
24514,MN,2019,26
24514,MN,2018,21
24566,MN,2020,27
24566,MN,2019,26
24566,MN,2018,13
24645,MN,2019,2
24692,MN,2020,17
24692,MN,2019,23
24692,MN,2018,8
25032,MN,2020,1
25093,MN,2019,1
25093,MN,2018,4
25486,MN,2019,11
25486,MN,2018,10
25568,MN,2019,11
25568,MN,2018,10
25889,MN,2020,11
25889,MN,2019,14
25889,MN,2018,28
26000,MN,2019,5
26000,MN,2018,2
26037,MN,2020,1
26048,MN,2020,9
26048,MN,2019,6
26048,MN,2018,4
26201,MN,2020,21
26201,MN,2019,8
26201,MN,2018,1
26425,MN,2020,1
26425,MN,2018,1
26450,MN,2018,5
26601,MN,2020,20
26601,MN,2019,20
26601,MN,2018,4
26602,MN,2020,9
26602,MN,2019,7
26602,MN,2018,2
26626,MN,2019,3
26626,MN,2018,2
26678,MN,2018,2
27268,MN,2018,2
27269,MN,2018,1
27271,MN,2019,1
27282,MN,2019,1
27313,MN,2019,2
27313,MN,2018,2
27322,MN,2018,2
27458,MN,2019,5
27458,MN,2018,4
27469,MN,2018,1
27671,MN,2019,1
27676,MN,2018,4
27677,MN,2019,2
27724,MN,2018,4
28093,MN,2020,60
28093,MN,2019,53
28093,MN,2018,44
28108,MN,2018,3
28355,MN,2018,1
28388,MN,2018,2
28419,MN,2018,3
28479,MN,2018,6
28609,MN,2018,1
28898,MN,2019,6
28898,MN,2018,8
28927,MN,2019,1
28929,MN,2019,5
28929,MN,2018,8
28931,MN,2019,5
28931,MN,2018,8
29347,MN,2020,8
29347,MN,2019,3
29347,MN,2018,6
29413,MN,2018,41
29586,MN,2018,1
29655,MN,2018,5
29889,MN,2018,2
29897,MN,2018,10
29901,MN,2018,4
29904,MN,2018,1
29906,MN,2018,5
29907,MN,2018,3
29909,MN,2018,8
29912,MN,2018,5
29923,MN,2018,6
29925,MN,2018,5
29933,MN,2018,5
29934,MN,2018,8
29937,MN,2018,8
29938,MN,2018,6
29941,MN,2018,5
29947,MN,2018,4
29948,MN,2018,6
29963,MN,2018,3
29973,MN,2018,3
29978,MN,2018,5
29993,MN,2018,8
29994,MN,2018,5
30018,MN,2018,3
30027,MN,2018,6
30033,MN,2018,5
30040,MN,2018,1
30041,MN,2018,6
30043,MN,2018,8
30052,MN,2018,4
30061,MN,2018,6
30067,MN,2018,1
30070,MN,2018,3
30100,MN,2018,8
30103,MN,2018,7
30104,MN,2020,13
30104,MN,2019,4
30104,MN,2018,10
30106,MN,2018,2
30113,MN,2018,10
30242,MN,2018,8
30253,MN,2018,4
30273,MN,2018,1
30276,MN,2018,1
30277,MN,2018,5
30279,MN,2018,3
30280,MN,2018,3
30281,MN,2018,3
30282,MN,2018,4
30316,MN,2018,1
30317,MN,2018,4
30318,MN,2018,1
30319,MN,2018,2
30350,MN,2018,3
30351,MN,2018,2
30376,MN,2018,3
30413,MN,2018,5
30414,MN,2020,14
30414,MN,2019,12
30414,MN,2018,4
30437,MN,2020,9
30437,MN,2019,6
30437,MN,2018,8
30438,MN,2020,8
30438,MN,2018,13
30440,MN,2020,10
30440,MN,2019,6
30440,MN,2018,10
30475,MN,2018,7
30485,MN,2018,2
30514,MN,2018,3
30526,MN,2018,2
30527,MN,2018,2
30588,MN,2018,1
30604,MN,2018,1
30650,MN,2018,3
30684,MN,2018,1
31143,MN,2020,9
31143,MN,2019,16
31180,MN,2020,1
31180,MN,2019,3
31181,MN,2020,5
31181,MN,2019,3
31881,MN,2019,13
31923,MN,2020,3
31923,MN,2019,5
32040,MN,2020,19
32040,MN,2019,6
32172,MN,2020,10
32172,MN,2019,11
32582,MN,2019,3
33047,MN,2020,2
33130,MN,2019,1
33339,MN,2019,8
33435,MN,2020,13
33435,MN,2019,9
33436,MN,2020,12
33436,MN,2019,7
33477,MN,2019,3
33516,MN,2019,9
33550,MN,2019,4
33553,MN,2019,3
33554,MN,2019,6
33563,MN,2019,10
33567,MN,2019,1
33568,MN,2020,1
33579,MN,2020,6
33579,MN,2019,5
33843,MN,2019,2
33940,MN,2019,1
33946,MN,2019,2
33980,MN,2019,1
34281,MN,2020,6
34753,MN,2019,1
35319,MN,2020,2
36978,MN,2020,1
37005,MN,2020,4
37631,MN,2020,17
37730,MN,2020,11
37732,MN,2020,1
37816,MN,2020,19
37834,MN,2020,1
37897,MN,2020,1
37982,MN,2020,5
37983,MN,2020,1
38034,MN,2020,16
38056,MN,2020,2
38105,MN,2020,6
38303,MN,2020,1
38683,MN,2020,2
38698,MN,2020,1
38703,MN,2020,1
38760,MN,2020,2
38792,MN,2020,4
38795,MN,2020,2
38983,MN,2020,3
39000,MN,2020,5
39078,MN,2020,1
141,MO,2019,1
141,MO,2018,5
144,MO,2020,10
144,MO,2019,29
144,MO,2018,32
459,MO,2020,2
459,MO,2019,2
459,MO,2018,6
463,MO,2019,4
463,MO,2018,3
464,MO,2020,5
464,MO,2019,3
464,MO,2018,5
1900,MO,2020,33
1900,MO,2019,18
1900,MO,2018,24
6161,MO,2020,1
10358,MO,2020,7
10358,MO,2018,2
17591,MO,2020,33
17591,MO,2019,19
17591,MO,2018,24
17677,MO,2020,33
17677,MO,2019,18
17677,MO,2018,26
18149,MO,2018,6
20249,MO,2018,6
24601,MO,2018,1
26673,MO,2018,2
26929,MO,2018,3
28073,MO,2018,19
28664,MO,2018,16
28943,MO,2019,1
28943,MO,2018,8
29815,MO,2018,2
30403,MO,2018,1
30601,MO,2018,1
30717,MO,2020,3
33537,MO,2019,1
36904,MO,2020,1
38101,MO,2020,2
25174,MS,2018,7
26079,MS,2020,4
26079,MS,2019,8
26079,MS,2018,13
27985,MS,2019,1
28353,MS,2020,3
28353,MS,2019,8
28353,MS,2018,6
28354,MS,2020,3
28354,MS,2019,8
28354,MS,2018,7
28357,MS,2020,4
28357,MS,2019,8
28357,MS,2018,6
28590,MS,2020,8
28590,MS,2019,12
28590,MS,2018,8
28737,MS,2018,9
28745,MS,2020,3
28745,MS,2019,2
28745,MS,2018,7
28830,MS,2020,3
28830,MS,2019,2
28830,MS,2018,12
29246,MS,2018,1
29265,MS,2019,3
29265,MS,2018,1
30971,MS,2020,1
30971,MS,2019,3
32959,MS,2019,8
33862,MS,2020,3
33862,MS,2019,3
34119,MS,2019,1
36407,MS,2020,1
36660,MS,2020,3
17445,MT,2020,3
17445,MT,2019,17
17445,MT,2018,14
17495,MT,2020,4
17495,MT,2019,17
17495,MT,2018,25
30028,MT,2018,2
31092,MT,2020,2
33168,MT,2019,6
33173,MT,2019,1
33636,MT,2019,6
34016,MT,2019,4
34043,MT,2019,3
34045,MT,2019,1
34079,MT,2019,5
34080,MT,2019,5
34086,MT,2019,3
34117,MT,2019,1
34159,MT,2019,1
34180,MT,2019,2
34275,MT,2019,1
34382,MT,2019,3
37668,MT,2020,1
37693,MT,2020,1
37837,MT,2020,6
965,NC,2018,5
2792,NC,2020,5
2792,NC,2019,7
2792,NC,2018,7
5431,NC,2020,2
6231,NC,2020,1
8180,NC,2020,9
8180,NC,2019,9
8180,NC,2018,13
8181,NC,2020,9
8181,NC,2019,9
8181,NC,2018,13
8182,NC,2020,11
8182,NC,2019,7
8182,NC,2018,13
8492,NC,2020,2
8492,NC,2019,9
8492,NC,2018,9
8899,NC,2020,3
8899,NC,2019,5
8899,NC,2018,5
8902,NC,2020,10
8902,NC,2019,3
8902,NC,2018,17
8903,NC,2020,2
8903,NC,2019,2
8903,NC,2018,19
8904,NC,2020,10
8904,NC,2019,2
8904,NC,2018,14
8998,NC,2020,2
8998,NC,2018,2
9240,NC,2020,1
11782,NC,2018,2
11837,NC,2019,6
11895,NC,2019,1
11895,NC,2018,6
11896,NC,2020,1
11896,NC,2018,8
11897,NC,2020,2
11897,NC,2018,8
11899,NC,2019,2
11899,NC,2018,8
12776,NC,2019,1
16723,NC,2020,1
16723,NC,2019,3
16723,NC,2018,4
18919,NC,2018,4
19260,NC,2019,6
19260,NC,2018,15
19380,NC,2019,10
19380,NC,2018,23
19642,NC,2020,2
22017,NC,2020,8
22017,NC,2019,30
22017,NC,2018,17
22256,NC,2019,1
22936,NC,2018,1
23828,NC,2020,3
23828,NC,2019,12
23828,NC,2018,14
24028,NC,2020,1
24412,NC,2020,20
24412,NC,2019,3
24412,NC,2018,8
24473,NC,2019,8
24473,NC,2018,9
24529,NC,2018,4
24906,NC,2020,1
24906,NC,2019,3
24906,NC,2018,4
25451,NC,2018,2
25452,NC,2018,1
25886,NC,2020,3
25886,NC,2019,17
25886,NC,2018,21
27255,NC,2019,4
27255,NC,2018,11
27935,NC,2018,1
28398,NC,2019,2
28398,NC,2018,3
28399,NC,2018,5
28513,NC,2020,1
28513,NC,2019,10
28513,NC,2018,5
28530,NC,2020,6
28530,NC,2019,4
28530,NC,2018,5
28839,NC,2019,2
29354,NC,2019,4
29447,NC,2018,1
29835,NC,2018,21
29893,NC,2018,1
30055,NC,2018,1
30177,NC,2018,5
30387,NC,2018,1
30560,NC,2018,2
30624,NC,2018,1
30635,NC,2018,2
30647,NC,2018,2
30655,NC,2018,5
30656,NC,2018,3
30660,NC,2018,2
30928,NC,2019,4
31041,NC,2020,11
31070,NC,2020,6
31356,NC,2020,7
31356,NC,2019,8
31356,NC,2018,3
31362,NC,2020,11
31362,NC,2019,7
31410,NC,2020,2
31410,NC,2019,11
32033,NC,2019,2
32634,NC,2019,20
32635,NC,2019,22
32779,NC,2019,11
33022,NC,2019,11
33053,NC,2019,1
33164,NC,2019,2
33364,NC,2019,1
33367,NC,2019,2
33368,NC,2019,1
33369,NC,2019,2
33370,NC,2019,2
33371,NC,2019,1
33372,NC,2019,1
33374,NC,2019,2
33377,NC,2019,1
33422,NC,2019,1
33527,NC,2019,7
34004,NC,2019,1
34171,NC,2019,2
34199,NC,2019,1
34233,NC,2019,3
34235,NC,2019,3
34236,NC,2019,3
34239,NC,2019,1
34317,NC,2019,1
35429,NC,2020,1
35638,NC,2020,14
35691,NC,2020,3
35792,NC,2020,2
35952,NC,2020,10
35952,NC,2019,1
36031,NC,2020,1
36380,NC,2020,20
36828,NC,2020,2
37658,NC,2020,7
37680,NC,2020,9
37696,NC,2020,6
37796,NC,2020,1
37824,NC,2020,2
37850,NC,2020,1
37870,NC,2020,1
37870,NC,2019,1
37931,NC,2020,1
37991,NC,2020,1
38017,NC,2020,1
38144,NC,2020,1
38163,NC,2020,1
38178,NC,2020,1
38309,NC,2020,1
38364,NC,2020,1
38377,NC,2020,6
38385,NC,2020,1
38399,NC,2020,1
38426,NC,2020,1
38492,NC,2020,1
38615,NC,2020,1
38621,NC,2020,1
38637,NC,2020,1
38640,NC,2020,1
38709,NC,2020,1
38765,NC,2020,1
38833,NC,2020,1
38957,NC,2020,1
39090,NC,2020,1
39103,NC,2020,1
39105,NC,2020,3
19460,ND,2018,1
33445,ND,2020,1
35892,ND,2019,26
35892,ND,2018,21
35893,ND,2019,26
35893,ND,2018,21
35926,ND,2019,17
35926,ND,2018,13
5792,NE,2018,5
33008,NE,2019,1
33402,NE,2019,1
33501,NE,2019,5
33838,NE,2020,1
33838,NE,2019,3
37659,NE,2020,2
38573,NE,2020,1
1976,NH,2018,3
1977,NH,2019,10
1977,NH,2018,10
9175,NH,2020,1
9175,NH,2019,11
9175,NH,2018,13
11597,NH,2019,3
11597,NH,2018,3
11598,NH,2020,4
11598,NH,2019,5
11598,NH,2018,4
11624,NH,2018,1
11742,NH,2020,8
11742,NH,2019,13
11742,NH,2018,12
12226,NH,2019,4
16190,NH,2019,1
16190,NH,2018,1
16191,NH,2019,1
16191,NH,2018,1
16192,NH,2019,1
16192,NH,2018,1
16196,NH,2019,1
16199,NH,2019,1
16201,NH,2019,1
16202,NH,2019,1
16205,NH,2019,1
16207,NH,2019,1
16208,NH,2020,5
16208,NH,2019,12
16208,NH,2018,13
16209,NH,2020,5
16209,NH,2019,12
16209,NH,2018,13
16210,NH,2020,5
16210,NH,2019,12
16210,NH,2018,13
16211,NH,2020,5
16211,NH,2019,12
16211,NH,2018,13
16212,NH,2020,3
16212,NH,2019,11
16212,NH,2018,14
16213,NH,2020,2
16213,NH,2019,11
16213,NH,2018,13
16214,NH,2020,2
16214,NH,2019,11
16214,NH,2018,13
16219,NH,2019,1
16219,NH,2018,1
16220,NH,2019,1
16220,NH,2018,1
16221,NH,2019,1
16221,NH,2018,1
16222,NH,2019,1
16222,NH,2018,1
16223,NH,2019,1
16223,NH,2018,1
16224,NH,2019,1
16225,NH,2019,1
16226,NH,2019,1
16227,NH,2019,1
16228,NH,2019,1
16229,NH,2019,1
16230,NH,2019,1
16232,NH,2019,1
16233,NH,2019,1
16234,NH,2019,1
16235,NH,2020,1
16235,NH,2019,12
16235,NH,2018,13
16236,NH,2019,12
16236,NH,2018,13
16237,NH,2019,12
16237,NH,2018,13
16238,NH,2020,1
16238,NH,2019,12
16238,NH,2018,13
16239,NH,2020,2
16239,NH,2019,11
16239,NH,2018,13
16240,NH,2020,1
16240,NH,2019,11
16240,NH,2018,13
16241,NH,2019,11
16241,NH,2018,13
16242,NH,2019,1
16242,NH,2018,1
16243,NH,2019,1
16243,NH,2018,1
16245,NH,2019,1
16245,NH,2018,1
16246,NH,2019,1
16246,NH,2018,1
17753,NH,2020,5
17753,NH,2019,12
17753,NH,2018,13
17754,NH,2020,5
17754,NH,2019,12
17754,NH,2018,13
17755,NH,2020,5
17755,NH,2019,12
17755,NH,2018,13
17756,NH,2020,5
17756,NH,2019,12
17756,NH,2018,13
17757,NH,2020,5
17757,NH,2019,12
17757,NH,2018,13
17758,NH,2020,1
17758,NH,2019,11
17758,NH,2018,13
17767,NH,2020,2
17767,NH,2019,10
17767,NH,2018,11
17769,NH,2020,3
17769,NH,2019,10
17769,NH,2018,11
18356,NH,2019,1
20953,NH,2018,3
23532,NH,2020,1
23532,NH,2019,12
23532,NH,2018,13
23533,NH,2020,1
23533,NH,2019,11
23533,NH,2018,13
27704,NH,2018,3
27705,NH,2018,1
30422,NH,2019,1
30422,NH,2018,11
30589,NH,2019,9
30766,NH,2018,2
30792,NH,2018,5
30793,NH,2018,5
30794,NH,2018,5
31095,NH,2019,1
33749,NH,2019,1
34003,NH,2019,7
34029,NH,2020,30
34029,NH,2019,21
34035,NH,2020,28
34035,NH,2019,22
34036,NH,2020,29
34036,NH,2019,21
34210,NH,2019,1
34291,NH,2019,1
35855,NH,2019,13
35855,NH,2018,11
35856,NH,2019,13
37317,NH,2020,1
37591,NH,2020,8
37592,NH,2020,1
37900,NH,2020,1
37963,NH,2020,1
38066,NH,2020,37
38067,NH,2020,12
38069,NH,2020,16
38070,NH,2020,18
38071,NH,2020,2
38072,NH,2020,16
38073,NH,2020,18
38088,NH,2020,19
38138,NH,2020,11
38145,NH,2020,16
38149,NH,2020,21
38153,NH,2020,5
38306,NH,2020,5
38334,NH,2020,6
38446,NH,2020,1
38463,NH,2020,2
38472,NH,2020,7
38581,NH,2020,25
38746,NH,2020,1
38751,NH,2020,1
38815,NH,2020,11
39042,NH,2020,2
1007,NJ,2018,5
27719,NJ,2018,4
27720,NJ,2018,2
27819,NJ,2018,5
27820,NJ,2018,5
30294,NJ,2018,3
30295,NJ,2018,3
30297,NJ,2018,3
30300,NJ,2018,3
30334,NJ,2018,3
30335,NJ,2018,3
30336,NJ,2018,2
31350,NJ,2019,2
31660,NJ,2019,1
33764,NJ,2019,1
33909,NJ,2019,1
33925,NJ,2019,1
36102,NJ,2020,3
36747,NJ,2020,10
37667,NJ,2020,14
37700,NJ,2020,12
37787,NJ,2020,1
37882,NJ,2020,2
37915,NJ,2020,1
37918,NJ,2020,21
37923,NJ,2020,1
37969,NJ,2020,1
38179,NJ,2020,3
38365,NJ,2020,5
38712,NJ,2020,1
9024,NM,2020,8
9024,NM,2019,6
9024,NM,2018,10
11886,NM,2019,1
11886,NM,2018,2
14881,NM,2020,2
14881,NM,2019,11
14881,NM,2018,13
16282,NM,2020,2
16282,NM,2019,11
16282,NM,2018,13
16776,NM,2020,2
16776,NM,2019,13
16776,NM,2018,14
16785,NM,2020,2
16785,NM,2019,13
16785,NM,2018,13
16786,NM,2020,2
16786,NM,2019,13
16786,NM,2018,13
17404,NM,2020,2
17404,NM,2019,13
17404,NM,2018,13
17497,NM,2020,1
17497,NM,2019,1
17497,NM,2018,1
18282,NM,2020,1
19215,NM,2020,2
19215,NM,2019,11
19215,NM,2018,14
19216,NM,2020,2
19216,NM,2019,11
19216,NM,2018,14
21041,NM,2020,3
21041,NM,2019,1
21041,NM,2018,10
21248,NM,2020,15
21248,NM,2019,17
21248,NM,2018,14
21876,NM,2020,9
21876,NM,2019,14
21876,NM,2018,18
22009,NM,2020,8
22009,NM,2019,10
22009,NM,2018,15
23013,NM,2020,11
23013,NM,2019,12
23013,NM,2018,12
23223,NM,2019,9
23223,NM,2018,11
23738,NM,2020,1
23738,NM,2019,8
23738,NM,2018,8
23744,NM,2020,9
23744,NM,2019,15
23744,NM,2018,13
25055,NM,2018,4
26330,NM,2019,1
26330,NM,2018,6
27103,NM,2018,4
27104,NM,2018,4
27644,NM,2018,4
28665,NM,2018,8
28813,NM,2018,13
28894,NM,2018,4
29539,NM,2018,1
29944,NM,2018,1
29986,NM,2018,2
30268,NM,2018,1
30583,NM,2018,2
30585,NM,2020,9
30585,NM,2019,6
30585,NM,2018,2
30586,NM,2020,10
30586,NM,2019,6
31715,NM,2019,5
31806,NM,2020,3
31806,NM,2019,9
31807,NM,2019,9
32198,NM,2019,1
32438,NM,2019,2
32998,NM,2019,1
33581,NM,2019,2
33860,NM,2020,8
33860,NM,2019,6
34741,NM,2020,9
35879,NM,2019,13
35879,NM,2018,13
35880,NM,2019,13
35880,NM,2018,13
36377,NM,2020,9
37560,NM,2020,10
37654,NM,2020,1
37841,NM,2020,1
38769,NM,2020,2
38776,NM,2020,2
38778,NM,2020,2
38780,NM,2020,8
38783,NM,2020,3
38784,NM,2020,2
38787,NM,2020,2
38933,NM,2020,1
19957,NV,2019,11
19957,NV,2018,9
20353,NV,2018,1
36553,NV,2020,1
178,NY,2020,19
178,NY,2019,18
178,NY,2018,37
1444,NY,2020,13
1444,NY,2019,14
1444,NY,2018,8
1605,NY,2020,2
1605,NY,2019,1
1605,NY,2018,1
1624,NY,2020,15
1624,NY,2019,15
1624,NY,2018,15
1625,NY,2020,15
1625,NY,2019,15
1625,NY,2018,15
1668,NY,2020,2
1668,NY,2019,24
1668,NY,2018,24
1915,NY,2020,9
1915,NY,2019,8
1915,NY,2018,7
2119,NY,2020,6
2119,NY,2019,34
2119,NY,2018,25
2120,NY,2020,3
2120,NY,2019,26
2120,NY,2018,30
4845,NY,2018,1
6362,NY,2019,11
6362,NY,2018,7
8460,NY,2020,1
8460,NY,2019,10
8460,NY,2018,6
10383,NY,2019,2
10383,NY,2018,2
10665,NY,2020,9
10665,NY,2019,7
10665,NY,2018,7
12249,NY,2020,12
12249,NY,2019,7
12249,NY,2018,7
16257,NY,2020,5
16257,NY,2019,14
16257,NY,2018,11
16454,NY,2020,9
16454,NY,2019,27
16454,NY,2018,22
16876,NY,2020,8
16876,NY,2019,33
16876,NY,2018,52
16985,NY,2019,9
16985,NY,2018,12
17166,NY,2018,1
17311,NY,2020,7
17311,NY,2019,34
17311,NY,2018,30
17414,NY,2020,27
17414,NY,2019,24
17414,NY,2018,20
17473,NY,2018,1
17562,NY,2020,25
17562,NY,2019,36
17562,NY,2018,22
17574,NY,2020,1
17574,NY,2019,8
17574,NY,2018,11
17640,NY,2018,15
17731,NY,2019,3
17839,NY,2018,2
17880,NY,2018,1
18132,NY,2020,24
18132,NY,2019,4
18132,NY,2018,11
18151,NY,2019,12
18524,NY,2020,3
18524,NY,2019,4
18524,NY,2018,1
18525,NY,2020,2
18525,NY,2019,23
18525,NY,2018,25
18526,NY,2018,2
18534,NY,2018,6
18535,NY,2020,2
18535,NY,2019,26
18535,NY,2018,21
18536,NY,2020,1
18536,NY,2019,12
18536,NY,2018,15
18537,NY,2020,5
18537,NY,2019,22
18537,NY,2018,24
18548,NY,2018,1
18549,NY,2018,1
19521,NY,2019,2
19585,NY,2019,9
19585,NY,2018,2
19586,NY,2019,9
19586,NY,2018,7
19950,NY,2020,2
19950,NY,2019,24
19950,NY,2018,20
20250,NY,2020,3
20250,NY,2019,6
20250,NY,2018,2
20351,NY,2020,4
20351,NY,2019,3
20351,NY,2018,11
20702,NY,2018,3
21092,NY,2020,8
21092,NY,2019,7
21092,NY,2018,6
21282,NY,2019,3
21282,NY,2018,16
21369,NY,2018,2
22221,NY,2020,12
22221,NY,2019,12
22221,NY,2018,16
22926,NY,2020,1
22926,NY,2019,2
23017,NY,2018,6
23417,NY,2019,7
23417,NY,2018,16
23753,NY,2020,15
23753,NY,2019,19
23753,NY,2018,33
23804,NY,2018,2
23805,NY,2018,2
23813,NY,2020,15
23813,NY,2019,18
23813,NY,2018,18
23815,NY,2020,33
23815,NY,2019,20
23815,NY,2018,25
23818,NY,2019,2
23818,NY,2018,8
23819,NY,2020,3
23819,NY,2019,2
23819,NY,2018,5
23820,NY,2020,1
23820,NY,2019,2
23820,NY,2018,2
24164,NY,2019,11
24164,NY,2018,4
24717,NY,2018,53
25220,NY,2018,1
25871,NY,2019,6
25871,NY,2018,25
25884,NY,2020,7
25884,NY,2019,4
25884,NY,2018,4
26609,NY,2018,12
26666,NY,2018,1
26843,NY,2020,1
26843,NY,2019,5
26843,NY,2018,3
26863,NY,2020,11
26863,NY,2019,39
26863,NY,2018,29
27467,NY,2019,1
27467,NY,2018,14
27645,NY,2020,20
27645,NY,2019,15
27645,NY,2018,18
28432,NY,2018,1
28483,NY,2019,16
28483,NY,2018,9
28521,NY,2018,1
29178,NY,2018,1
29256,NY,2018,5
29328,NY,2018,1
29331,NY,2018,8
29404,NY,2018,1
29813,NY,2018,4
29840,NY,2018,4
29841,NY,2018,4
30015,NY,2018,10
30031,NY,2018,1
30068,NY,2018,4
30088,NY,2018,2
30090,NY,2018,3
30152,NY,2018,1
30153,NY,2018,2
30154,NY,2018,2
30169,NY,2018,1
30170,NY,2018,2
30178,NY,2019,4
30178,NY,2018,7
30197,NY,2018,4
30198,NY,2018,1
30270,NY,2019,17
30270,NY,2018,12
30494,NY,2018,1
30500,NY,2018,1
30512,NY,2018,1
30518,NY,2020,18
30518,NY,2019,13
30518,NY,2018,10
30531,NY,2018,1
30559,NY,2020,2
30559,NY,2019,11
30559,NY,2018,12
30692,NY,2018,2
31109,NY,2019,20
31307,NY,2020,2
31307,NY,2019,7
31710,NY,2020,16
31710,NY,2019,13
32073,NY,2019,1
32201,NY,2019,8
32418,NY,2019,4
32560,NY,2019,4
32789,NY,2020,21
32789,NY,2019,20
32864,NY,2018,11
32886,NY,2020,1
32886,NY,2019,17
32922,NY,2019,2
33105,NY,2019,5
33118,NY,2019,11
33193,NY,2019,10
33239,NY,2019,1
33269,NY,2019,9
33292,NY,2019,14
33293,NY,2019,11
33463,NY,2019,1
33575,NY,2020,53
33575,NY,2019,23
33651,NY,2019,1
33655,NY,2020,6
33655,NY,2019,5
33754,NY,2019,2
33814,NY,2019,2
33859,NY,2019,5
33923,NY,2019,3
33939,NY,2020,1
33959,NY,2020,5
33969,NY,2020,1
33969,NY,2019,4
33999,NY,2019,2
34052,NY,2020,5
34052,NY,2019,4
34196,NY,2020,3
34196,NY,2019,1
34270,NY,2020,35
34293,NY,2019,1
34340,NY,2019,1
35198,NY,2020,2
35199,NY,2020,4
36383,NY,2020,1
36576,NY,2020,3
36955,NY,2020,1
37151,NY,2020,1
37380,NY,2020,1
37527,NY,2020,2
37545,NY,2020,4
37573,NY,2020,1
37596,NY,2020,9
37618,NY,2020,2
37724,NY,2020,14
37725,NY,2020,7
37728,NY,2020,2
37729,NY,2020,2
37739,NY,2020,19
37781,NY,2020,1
37855,NY,2020,22
37857,NY,2020,10
37859,NY,2020,22
37861,NY,2020,6
37865,NY,2020,19
37878,NY,2020,1
37911,NY,2020,1
37919,NY,2020,6
37939,NY,2020,3
37971,NY,2020,19
37976,NY,2020,1
37990,NY,2020,2
38132,NY,2020,14
38346,NY,2020,1
38372,NY,2020,1
38382,NY,2020,2
38391,NY,2020,25
38398,NY,2020,2
38404,NY,2020,9
38473,NY,2020,1
38567,NY,2020,2
38569,NY,2020,1
38578,NY,2020,1
38813,NY,2020,2
38823,NY,2020,3
39071,NY,2020,1
39116,NY,2020,1
549,OH,2019,4
1978,OH,2018,14
2623,OH,2020,20
2623,OH,2019,21
10585,OH,2020,10
10585,OH,2019,11
10585,OH,2018,12
10832,OH,2020,3
10835,OH,2020,1
10983,OH,2020,1
16267,OH,2020,4
